"install_date","country","platform","installs_total","d1_returners","d3_returners","d7_returners","d14_returners","d1_retention_pct","d3_retention_pct","d7_retention_pct","d14_retention_pct","eligible_d1","eligible_d3","eligible_d7","eligible_d14"
"2019-09-08","Gargantua","android",1165,414,291,262,0,35.54,24.98,22.49,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Gargantua","ios",870,354,264,228,0,40.69,30.34,26.21,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Gotham","android",598,187,128,105,0,31.27,21.4,17.56,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Gotham","ios",424,144,97,83,0,33.96,22.88,19.58,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Krypton","android",221,82,51,45,0,37.1,23.08,20.36,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Krypton","ios",179,73,51,46,0,40.78,28.49,25.7,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Mordor","android",244,98,66,49,0,40.16,27.05,20.08,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Mordor","ios",293,115,92,72,0,39.25,31.4,24.57,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Tatooine","android",926,389,262,208,0,42.01,28.29,22.46,,TRUE,TRUE,TRUE,FALSE
"2019-09-08","Tatooine","ios",844,376,269,237,0,44.55,31.87,28.08,,TRUE,TRUE,TRUE,FALSE
"2019-09-09","Asgard","android",123,44,29,0,0,35.77,23.58,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Asgard","ios",118,56,37,0,0,47.46,31.36,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Gargantua","android",869,373,257,0,0,42.92,29.57,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Gargantua","ios",601,277,195,0,0,46.09,32.45,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Gotham","android",409,130,80,0,0,31.78,19.56,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Gotham","ios",256,106,67,0,0,41.41,26.17,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Krypton","android",149,63,42,0,0,42.28,28.19,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Krypton","ios",123,54,41,0,0,43.9,33.33,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Mordor","android",210,77,49,0,0,36.67,23.33,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Mordor","ios",171,70,49,0,0,40.94,28.65,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Tatooine","android",716,319,225,0,0,44.55,31.42,,,TRUE,TRUE,FALSE,FALSE
"2019-09-09","Tatooine","ios",580,287,214,0,0,49.48,36.9,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Asgard","android",144,45,28,0,0,31.25,19.44,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Asgard","ios",77,42,32,0,0,54.55,41.56,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Gargantua","android",786,362,248,0,0,46.06,31.55,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Gargantua","ios",541,252,177,0,0,46.58,32.72,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Gotham","android",435,167,95,0,0,38.39,21.84,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Gotham","ios",251,97,65,0,0,38.65,25.9,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Krypton","android",133,63,39,0,0,47.37,29.32,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Krypton","ios",113,53,40,0,0,46.9,35.4,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Mordor","android",214,96,55,0,0,44.86,25.7,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Mordor","ios",194,86,66,0,0,44.33,34.02,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Tatooine","android",658,285,196,0,0,43.31,29.79,,,TRUE,TRUE,FALSE,FALSE
"2019-09-10","Tatooine","ios",595,280,212,0,0,47.06,35.63,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Asgard","android",158,52,33,0,0,32.91,20.89,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Asgard","ios",125,57,31,0,0,45.6,24.8,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Gargantua","android",680,291,219,0,0,42.79,32.21,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Gargantua","ios",566,245,174,0,0,43.29,30.74,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Gotham","android",367,136,100,0,0,37.06,27.25,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Gotham","ios",237,115,79,0,0,48.52,33.33,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Krypton","android",141,54,35,0,0,38.3,24.82,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Krypton","ios",128,67,44,0,0,52.34,34.38,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Mordor","android",185,82,54,0,0,44.32,29.19,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Mordor","ios",157,62,47,0,0,39.49,29.94,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Tatooine","android",619,262,184,0,0,42.33,29.73,,,TRUE,TRUE,FALSE,FALSE
"2019-09-11","Tatooine","ios",595,290,200,0,0,48.74,33.61,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Asgard","android",121,47,32,0,0,38.84,26.45,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Asgard","ios",97,50,34,0,0,51.55,35.05,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Gargantua","android",648,303,214,0,0,46.76,33.02,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Gargantua","ios",537,244,171,0,0,45.44,31.84,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Gotham","android",317,105,87,0,0,33.12,27.44,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Gotham","ios",248,107,70,0,0,43.15,28.23,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Krypton","android",131,61,42,0,0,46.56,32.06,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Krypton","ios",113,46,28,0,0,40.71,24.78,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Mordor","android",174,68,54,0,0,39.08,31.03,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Mordor","ios",180,92,64,0,0,51.11,35.56,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Tatooine","android",595,239,180,0,0,40.17,30.25,,,TRUE,TRUE,FALSE,FALSE
"2019-09-12","Tatooine","ios",547,257,186,0,0,46.98,34,,,TRUE,TRUE,FALSE,FALSE
"2019-09-13","Asgard","android",96,34,0,0,0,35.42,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Asgard","ios",71,35,0,0,0,49.3,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Gargantua","android",654,261,0,0,0,39.91,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Gargantua","ios",450,205,0,0,0,45.56,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Gotham","android",233,107,0,0,0,45.92,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Gotham","ios",183,70,0,0,0,38.25,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Krypton","android",103,49,0,0,0,47.57,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Krypton","ios",103,49,0,0,0,47.57,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Mordor","android",110,43,0,0,0,39.09,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Mordor","ios",128,54,0,0,0,42.19,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Tatooine","android",670,273,0,0,0,40.75,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-13","Tatooine","ios",531,217,0,0,0,40.87,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Asgard","android",99,43,0,0,0,43.43,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Asgard","ios",100,42,0,0,0,42,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Gargantua","android",832,338,0,0,0,40.63,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Gargantua","ios",600,287,0,0,0,47.83,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Gotham","android",319,132,0,0,0,41.38,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Gotham","ios",249,121,0,0,0,48.59,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Krypton","android",124,47,0,0,0,37.9,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Krypton","ios",151,69,0,0,0,45.7,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Mordor","android",170,76,0,0,0,44.71,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Mordor","ios",191,78,0,0,0,40.84,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Tatooine","android",714,286,0,0,0,40.06,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-14","Tatooine","ios",567,263,0,0,0,46.38,,,,TRUE,FALSE,FALSE,FALSE
"2019-09-15","Asgard","android",106,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Asgard","ios",119,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Gargantua","android",870,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Gargantua","ios",607,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Gotham","android",317,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Gotham","ios",245,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Krypton","android",144,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Krypton","ios",131,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Mordor","android",166,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Mordor","ios",186,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Tatooine","android",642,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
"2019-09-15","Tatooine","ios",602,0,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE
